id_action,action,periode_budgetaire,source_financement,annee_financiere,type_depense,depense
3012.03,"3.1.2.3. Améliorer les outils d’adaptation et de projection de débits des cours d’eau en climat actuel et futur","2023-2028","FECC","2023-2024","dépenses réelles",452263
3012.03,"3.1.2.3. Améliorer les outils d’adaptation et de projection de débits des cours d’eau en climat actuel et futur","2023-2028","FECC","2023-2024","dépenses prévues",1125000
3012.03,"3.1.2.3. Améliorer les outils d’adaptation et de projection de débits des cours d’eau en climat actuel et futur","2023-2028","FECC","2024-2025","dépenses prévues",968435
3012.03,"3.1.2.3. Améliorer les outils d’adaptation et de projection de débits des cours d’eau en climat actuel et futur","2023-2028","FECC","2025-2026","dépenses prévues",918435
3012.03,"3.1.2.3. Améliorer les outils d’adaptation et de projection de débits des cours d’eau en climat actuel et futur","2023-2028","FECC","2026-2027","dépenses prévues",350000
3012.03,"3.1.2.3. Améliorer les outils d’adaptation et de projection de débits des cours d’eau en climat actuel et futur","2023-2028","FECC","2027-2028","dépenses prévues",350000
3013.01,"3.1.3.1. Cartographier et diffuser les risques d'érosion et de submersion côtières","2023-2028","FECC","2023-2024","dépenses réelles",2000000
3013.01,"3.1.3.1. Cartographier et diffuser les risques d'érosion et de submersion côtières","2023-2028","FECC","2023-2024","dépenses prévues",2000000
3013.01,"3.1.3.1. Cartographier et diffuser les risques d'érosion et de submersion côtières","2023-2028","FECC","2024-2025","dépenses prévues",2000000
3013.01,"3.1.3.1. Cartographier et diffuser les risques d'érosion et de submersion côtières","2023-2028","FECC","2025-2026","dépenses prévues",2000000
3013.01,"3.1.3.1. Cartographier et diffuser les risques d'érosion et de submersion côtières","2023-2028","FECC","2026-2027","dépenses prévues",2500000
3013.01,"3.1.3.1. Cartographier et diffuser les risques d'érosion et de submersion côtières","2023-2028","FECC","2027-2028","dépenses prévues",2500000
3013.0301,"3.1.3.3. Implanter des solutions d'adaptation pour l’érosion et la submersion côtières","2023-2028","FECC","2023-2024","dépenses réelles",42400000
3013.0301,"3.1.3.3. Implanter des solutions d'adaptation pour l’érosion et la submersion côtières","2023-2028","FECC","2023-2024","dépenses prévues",42400000
3013.0301,"3.1.3.3. Implanter des solutions d'adaptation pour l’érosion et la submersion côtières","2023-2028","FECC","2024-2025","dépenses prévues",10500000
3013.0301,"3.1.3.3. Implanter des solutions d'adaptation pour l’érosion et la submersion côtières","2023-2028","FECC","2025-2026","dépenses prévues",14988714
3013.0301,"3.1.3.3. Implanter des solutions d'adaptation pour l’érosion et la submersion côtières","2023-2028","FECC","2026-2027","dépenses prévues",12107287
3013.0301,"3.1.3.3. Implanter des solutions d'adaptation pour l’érosion et la submersion côtières","2023-2028","FECC","2027-2028","dépenses prévues",18500000
3013.0301,"3.1.3.3. Implanter des solutions d'adaptation pour l’érosion et la submersion côtières","2023-2028","HORSFECC","2023-2024","dépenses réelles",2000000
3013.0301,"3.1.3.3. Implanter des solutions d'adaptation pour l’érosion et la submersion côtières","2023-2028","HORSFECC","2023-2024","dépenses prévues",7000000
3013.0301,"3.1.3.3. Implanter des solutions d'adaptation pour l’érosion et la submersion côtières","2023-2028","HORSFECC","2024-2025","dépenses prévues",7000000
3013.0301,"3.1.3.3. Implanter des solutions d'adaptation pour l’érosion et la submersion côtières","2023-2028","HORSFECC","2025-2026","dépenses prévues",7000000
3013.04,"3.1.3.4. Implanter des solutions d'adaptation pour les glissements de terrain","2023-2028","HORSFECC","2023-2024","dépenses réelles",5200000
3013.04,"3.1.3.4. Implanter des solutions d'adaptation pour les glissements de terrain","2023-2028","HORSFECC","2023-2024","dépenses prévues",3000000
3013.04,"3.1.3.4. Implanter des solutions d'adaptation pour les glissements de terrain","2023-2028","HORSFECC","2024-2025","dépenses prévues",3000000
3013.04,"3.1.3.4. Implanter des solutions d'adaptation pour les glissements de terrain","2023-2028","HORSFECC","2025-2026","dépenses prévues",3000000
3014.01,"3.1.4.1. Soutenir la réalisation d’appréciations de risques associés aux feux de forêt","2023-2028","FECC","2023-2024","dépenses réelles",2000000
3014.02,"3.1.4.2. Implanter des solutions d’adaptation pour les feux de forêt","2023-2028","FECC","2023-2024","dépenses réelles",758710
3021.0101,"3.2.1.1a. Évaluer les risques pour les infrastructures publiques et planifier leur adaptation - santé","2023-2028","FECC","2023-2024","dépenses réelles",1678161
3021.0101,"3.2.1.1a. Évaluer les risques pour les infrastructures publiques et planifier leur adaptation - santé","2023-2028","FECC","2023-2024","dépenses prévues",2701655
3021.0101,"3.2.1.1a. Évaluer les risques pour les infrastructures publiques et planifier leur adaptation - santé","2023-2028","FECC","2024-2025","dépenses prévues",904821
3021.0101,"3.2.1.1a. Évaluer les risques pour les infrastructures publiques et planifier leur adaptation - santé","2023-2028","FECC","2025-2026","dépenses prévues",1807966
3021.0101,"3.2.1.1a. Évaluer les risques pour les infrastructures publiques et planifier leur adaptation - santé","2023-2028","FECC","2026-2027","dépenses prévues",1836851
3021.0103,"3.2.1.1b. Évaluer les risques pour les infrastructures publiques et planifier leur adaptation - transport","2023-2028","FECC","2023-2024","dépenses réelles",4886
3021.0103,"3.2.1.1b. Évaluer les risques pour les infrastructures publiques et planifier leur adaptation - transport","2023-2028","FECC","2023-2024","dépenses prévues",500000
3021.0103,"3.2.1.1b. Évaluer les risques pour les infrastructures publiques et planifier leur adaptation - transport","2023-2028","FECC","2024-2025","dépenses prévues",400000
3021.0103,"3.2.1.1b. Évaluer les risques pour les infrastructures publiques et planifier leur adaptation - transport","2023-2028","FECC","2025-2026","dépenses prévues",1500000
3021.0103,"3.2.1.1b. Évaluer les risques pour les infrastructures publiques et planifier leur adaptation - transport","2023-2028","FECC","2026-2027","dépenses prévues",1500000
3031.0101,"3.3.1.1a. Évaluer les impacts des changements climatiques sur les secteurs économiques les plus vulnérables et les appuyer dans l‘implantation de solutions d’adaptation - Évaluer les impacts économiques et autres mesures d'adaptation","2023-2028","FECC","2023-2024","dépenses prévues",500000
3031.0101,"3.3.1.1a. Évaluer les impacts des changements climatiques sur les secteurs économiques les plus vulnérables et les appuyer dans l‘implantation de solutions d’adaptation - Évaluer les impacts économiques et autres mesures d'adaptation","2023-2028","FECC","2024-2025","dépenses prévues",500000
3031.0101,"3.3.1.1a. Évaluer les impacts des changements climatiques sur les secteurs économiques les plus vulnérables et les appuyer dans l‘implantation de solutions d’adaptation - Évaluer les impacts économiques et autres mesures d'adaptation","2023-2028","FECC","2025-2026","dépenses prévues",1000000
3031.0101,"3.3.1.1a. Évaluer les impacts des changements climatiques sur les secteurs économiques les plus vulnérables et les appuyer dans l‘implantation de solutions d’adaptation - Évaluer les impacts économiques et autres mesures d'adaptation","2023-2028","FECC","2026-2027","dépenses prévues",1000000
3031.0101,"3.3.1.1a. Évaluer les impacts des changements climatiques sur les secteurs économiques les plus vulnérables et les appuyer dans l‘implantation de solutions d’adaptation - Évaluer les impacts économiques et autres mesures d'adaptation","2023-2028","FECC","2027-2028","dépenses prévues",1000000
3031.0103,"3.3.1.1b. Évaluer les impacts des changements climatiques sur les secteurs économiques les plus vulnérables et les appuyer dans l‘implantation de solutions d’adaptation - Défi adaptation","2023-2028","FECC","2025-2026","dépenses prévues",15000000
3031.0103,"3.3.1.1b. Évaluer les impacts des changements climatiques sur les secteurs économiques les plus vulnérables et les appuyer dans l‘implantation de solutions d’adaptation - Défi adaptation","2023-2028","FECC","2026-2027","dépenses prévues",30000000
3031.0103,"3.3.1.1b. Évaluer les impacts des changements climatiques sur les secteurs économiques les plus vulnérables et les appuyer dans l‘implantation de solutions d’adaptation - Défi adaptation","2023-2028","FECC","2027-2028","dépenses prévues",15000000
3031.0105,"3.3.1.1c. Évaluer les impacts des changements climatiques sur les secteurs économiques les plus vulnérables et les appuyer dans l‘implantation de solutions d’adaptation - Implantation de mesures d'adaptation: essais opérationnels de scénarios sylvicoles adaptés","2023-2028","FECC","2023-2024","dépenses réelles",261997
3031.0105,"3.3.1.1c. Évaluer les impacts des changements climatiques sur les secteurs économiques les plus vulnérables et les appuyer dans l‘implantation de solutions d’adaptation - Implantation de mesures d'adaptation: essais opérationnels de scénarios sylvicoles a","2023-2028","FECC","2023-2024","dépenses prévues",425000
3031.0105,"3.3.1.1c. Évaluer les impacts des changements climatiques sur les secteurs économiques les plus vulnérables et les appuyer dans l‘implantation de solutions d’adaptation - Implantation de mesures d'adaptation: essais opérationnels de scénarios sylvicoles a","2023-2028","FECC","2024-2025","dépenses prévues",675000
3031.0105,"3.3.1.1c. Évaluer les impacts des changements climatiques sur les secteurs économiques les plus vulnérables et les appuyer dans l‘implantation de solutions d’adaptation - Implantation de mesures d'adaptation: essais opérationnels de scénarios sylvicoles a","2023-2028","FECC","2025-2026","dépenses prévues",500000
3031.0105,"3.3.1.1c. Évaluer les impacts des changements climatiques sur les secteurs économiques les plus vulnérables et les appuyer dans l‘implantation de solutions d’adaptation - Implantation de mesures d'adaptation: essais opérationnels de scénarios sylvicoles a","2023-2028","FECC","2026-2027","dépenses prévues",500000
3031.0107,"3.3.1.1d. Évaluer les impacts des changements climatiques sur les secteurs économiques les plus vulnérables et les appuyer dans l‘implantation de solutions d’adaptation - Implantation de mesures d'adaptation: secteur du tourisme","2023-2028","HORSFECC","2023-2024","dépenses réelles",0
3031.0107,"3.3.1.1d. Évaluer les impacts des changements climatiques sur les secteurs économiques les plus vulnérables et les appuyer dans l‘implantation de solutions d’adaptation - Implantation de mesures d'adaptation: secteur du tourisme","2023-2028","HORSFECC","2023-2024","dépenses prévues",1000000
3031.0107,"3.3.1.1d. Évaluer les impacts des changements climatiques sur les secteurs économiques les plus vulnérables et les appuyer dans l‘implantation de solutions d’adaptation - Implantation de mesures d'adaptation: secteur du tourisme","2023-2028","HORSFECC","2024-2025","dépenses prévues",1000000
3041.0101,"3.4.1.1a. Déployer un réseau de suivi de l'évolution de la biodiversité dans un contexte de changements climatiques - Réseau de suivi de la biodiversité - Environnement","2023-2028","FECC","2023-2024","dépenses réelles",938174
3041.0101,"3.4.1.1a. Déployer un réseau de suivi de l'évolution de la biodiversité dans un contexte de changements climatiques - Réseau de suivi de la biodiversité - Environnement","2023-2028","FECC","2023-2024","dépenses prévues",420623
3041.0101,"3.4.1.1a. Déployer un réseau de suivi de l'évolution de la biodiversité dans un contexte de changements climatiques - Réseau de suivi de la biodiversité - Environnement","2023-2028","FECC","2024-2025","dépenses prévues",444623
3041.0101,"3.4.1.1a. Déployer un réseau de suivi de l'évolution de la biodiversité dans un contexte de changements climatiques - Réseau de suivi de la biodiversité - Environnement","2023-2028","FECC","2025-2026","dépenses prévues",464623
3041.0101,"3.4.1.1a. Déployer un réseau de suivi de l'évolution de la biodiversité dans un contexte de changements climatiques - Réseau de suivi de la biodiversité - Environnement","2023-2028","FECC","2026-2027","dépenses prévues",500000
3041.0101,"3.4.1.1a. Déployer un réseau de suivi de l'évolution de la biodiversité dans un contexte de changements climatiques - Réseau de suivi de la biodiversité - Environnement","2023-2028","FECC","2027-2028","dépenses prévues",520000
3041.0103,"3.4.1.1b. Déployer un réseau de suivi de l'évolution de la biodiversité dans un contexte de changements climatiques - Réseau de suivi de la biodiversité - Faune","2023-2028","FECC","2023-2024","dépenses réelles",13523
3041.0103,"3.4.1.1b. Déployer un réseau de suivi de l'évolution de la biodiversité dans un contexte de changements climatiques - Réseau de suivi de la biodiversité - Faune","2023-2028","FECC","2023-2024","dépenses prévues",567500
3041.0103,"3.4.1.1b. Déployer un réseau de suivi de l'évolution de la biodiversité dans un contexte de changements climatiques - Réseau de suivi de la biodiversité - Faune","2023-2028","FECC","2024-2025","dépenses prévues",612000
3041.0103,"3.4.1.1b. Déployer un réseau de suivi de l'évolution de la biodiversité dans un contexte de changements climatiques - Réseau de suivi de la biodiversité - Faune","2023-2028","FECC","2025-2026","dépenses prévues",687500
3041.0103,"3.4.1.1b. Déployer un réseau de suivi de l'évolution de la biodiversité dans un contexte de changements climatiques - Réseau de suivi de la biodiversité - Faune","2023-2028","FECC","2026-2027","dépenses prévues",690000
3041.0103,"3.4.1.1b. Déployer un réseau de suivi de l'évolution de la biodiversité dans un contexte de changements climatiques - Réseau de suivi de la biodiversité - Faune","2023-2028","FECC","2027-2028","dépenses prévues",800000
3042.0101,"3.4.2.1a. Planifier des corridors écologiques à des fins de conservation - Faune","2023-2028","FECC","2023-2024","dépenses réelles",53478
3042.0101,"3.4.2.1a. Planifier des corridors écologiques à des fins de conservation - Faune","2023-2028","FECC","2023-2024","dépenses prévues",400000
3042.0101,"3.4.2.1a. Planifier des corridors écologiques à des fins de conservation - Faune","2023-2028","FECC","2024-2025","dépenses prévues",400000
3042.0101,"3.4.2.1a. Planifier des corridors écologiques à des fins de conservation - Faune","2023-2028","FECC","2025-2026","dépenses prévues",400000
3042.0101,"3.4.2.1a. Planifier des corridors écologiques à des fins de conservation - Faune","2023-2028","FECC","2026-2027","dépenses prévues",400000
3042.0101,"3.4.2.1a. Planifier des corridors écologiques à des fins de conservation - Faune","2023-2028","FECC","2027-2028","dépenses prévues",100000
3042.0103,"3.4.2.1b. Planifier des corridors écologiques à des fins de conservation - Environnement","2023-2028","FECC","2023-2024","dépenses réelles",261481
3042.0103,"3.4.2.1b. Planifier des corridors écologiques à des fins de conservation - Environnement","2023-2028","FECC","2023-2024","dépenses prévues",525000
3042.0103,"3.4.2.1b. Planifier des corridors écologiques à des fins de conservation - Environnement","2023-2028","FECC","2024-2025","dépenses prévues",575000
3042.0103,"3.4.2.1b. Planifier des corridors écologiques à des fins de conservation - Environnement","2023-2028","FECC","2025-2026","dépenses prévues",525000
3042.0103,"3.4.2.1b. Planifier des corridors écologiques à des fins de conservation - Environnement","2023-2028","FECC","2026-2027","dépenses prévues",525000
3042.0103,"3.4.2.1b. Planifier des corridors écologiques à des fins de conservation - Environnement","2023-2028","FECC","2027-2028","dépenses prévues",200000
3051.0101,"3.5.1.1a. Poursuivre l’acquisition de connaissances sur le dégel du pergélisol - suivi terrain","2023-2028","FECC","2023-2024","dépenses prévues",300000
3051.0101,"3.5.1.1a. Poursuivre l’acquisition de connaissances sur le dégel du pergélisol - suivi terrain","2023-2028","FECC","2024-2025","dépenses prévues",300000
3051.0101,"3.5.1.1a. Poursuivre l’acquisition de connaissances sur le dégel du pergélisol - suivi terrain","2023-2028","FECC","2025-2026","dépenses prévues",250000
3051.0101,"3.5.1.1a. Poursuivre l’acquisition de connaissances sur le dégel du pergélisol - suivi terrain","2023-2028","FECC","2026-2027","dépenses prévues",200000
3051.0103,"3.5.1.1b. Poursuivre l’acquisition de connaissances sur le dégel du pergélisol - Chaire de recherche en partenariat sur le pergélisol au Nunavik","2023-2028","FECC","2023-2024","dépenses réelles",300000
3051.0103,"3.5.1.1b. Poursuivre l’acquisition de connaissances sur le dégel du pergélisol - Chaire de recherche en partenariat sur le pergélisol au Nunavik","2023-2028","FECC","2023-2024","dépenses prévues",300000
3051.0103,"3.5.1.1b. Poursuivre l’acquisition de connaissances sur le dégel du pergélisol - Chaire de recherche en partenariat sur le pergélisol au Nunavik","2023-2028","FECC","2024-2025","dépenses prévues",300000
3051.0103,"3.5.1.1b. Poursuivre l’acquisition de connaissances sur le dégel du pergélisol - Chaire de recherche en partenariat sur le pergélisol au Nunavik","2023-2028","FECC","2025-2026","dépenses prévues",300000
3051.0103,"3.5.1.1b. Poursuivre l’acquisition de connaissances sur le dégel du pergélisol - Chaire de recherche en partenariat sur le pergélisol au Nunavik","2023-2028","FECC","2026-2027","dépenses prévues",300000
3051.0103,"3.5.1.1b. Poursuivre l’acquisition de connaissances sur le dégel du pergélisol - Chaire de recherche en partenariat sur le pergélisol au Nunavik","2023-2028","FECC","2027-2028","dépenses prévues",300000
3051.02,"3.5.1.2. Cartographier les risques d’érosion et de submersion sur les côtes du Nunavik et d’Eeyou Istchee Baie-James, en climat futur","2023-2028","FECC","2023-2024","dépenses réelles",500000
3051.02,"3.5.1.2. Cartographier les risques d’érosion et de submersion sur les côtes du Nunavik et d’Eeyou Istchee Baie-James, en climat futur","2023-2028","FECC","2023-2024","dépenses prévues",500000
3051.02,"3.5.1.2. Cartographier les risques d’érosion et de submersion sur les côtes du Nunavik et d’Eeyou Istchee Baie-James, en climat futur","2023-2028","FECC","2024-2025","dépenses prévues",500000
3051.02,"3.5.1.2. Cartographier les risques d’érosion et de submersion sur les côtes du Nunavik et d’Eeyou Istchee Baie-James, en climat futur","2023-2028","FECC","2025-2026","dépenses prévues",500000
3051.02,"3.5.1.2. Cartographier les risques d’érosion et de submersion sur les côtes du Nunavik et d’Eeyou Istchee Baie-James, en climat futur","2023-2028","FECC","2026-2027","dépenses prévues",550000
3051.02,"3.5.1.2. Cartographier les risques d’érosion et de submersion sur les côtes du Nunavik et d’Eeyou Istchee Baie-James, en climat futur","2023-2028","FECC","2027-2028","dépenses prévues",500000
3051.03,"3.5.1.3. Intégrer les changements climatiques à la planification municipale des villages nordiques du Nunavik","2023-2028","FECC","2024-2025","dépenses prévues",1675000
3051.03,"3.5.1.3. Intégrer les changements climatiques à la planification municipale des villages nordiques du Nunavik","2023-2028","FECC","2025-2026","dépenses prévues",1675000
3051.03,"3.5.1.3. Intégrer les changements climatiques à la planification municipale des villages nordiques du Nunavik","2023-2028","FECC","2026-2027","dépenses prévues",1675000
3051.03,"3.5.1.3. Intégrer les changements climatiques à la planification municipale des villages nordiques du Nunavik","2023-2028","FECC","2027-2028","dépenses prévues",1000000
3052.02,"3.5.2.2. Soutenir la construction de bâtiments durables dans les villages du Nunavik","2023-2028","FECC","2023-2024","dépenses prévues",150000
3052.02,"3.5.2.2. Soutenir la construction de bâtiments durables dans les villages du Nunavik","2023-2028","FECC","2024-2025","dépenses prévues",500000
3052.02,"3.5.2.2. Soutenir la construction de bâtiments durables dans les villages du Nunavik","2023-2028","FECC","2025-2026","dépenses prévues",200000
3052.02,"3.5.2.2. Soutenir la construction de bâtiments durables dans les villages du Nunavik","2023-2028","FECC","2026-2027","dépenses prévues",200000
3052.02,"3.5.2.2. Soutenir la construction de bâtiments durables dans les villages du Nunavik","2023-2028","FECC","2027-2028","dépenses prévues",300000
3052.0301,"3.5.2.3a. Évaluer la vulnérabilité et planifier l'adaptation des infrastructures aux impacts des changements climatiques dans le Nord - Infrastructures","2023-2028","FECC","2023-2024","dépenses réelles",177
3052.0301,"3.5.2.3a. Évaluer la vulnérabilité et planifier l'adaptation des infrastructures aux impacts des changements climatiques dans le Nord - Infrastructures","2023-2028","FECC","2024-2025","dépenses prévues",125000
3052.0301,"3.5.2.3a. Évaluer la vulnérabilité et planifier l'adaptation des infrastructures aux impacts des changements climatiques dans le Nord - Infrastructures","2023-2028","FECC","2025-2026","dépenses prévues",125000
3052.0303,"3.5.2.3b. Évaluer la vulnérabilité et planifier l'adaptation des infrastructures aux impacts des changements climatiques dans le Nord - Transport","2023-2028","FECC","2023-2024","dépenses prévues",123000
3052.0303,"3.5.2.3b. Évaluer la vulnérabilité et planifier l'adaptation des infrastructures aux impacts des changements climatiques dans le Nord - Transport","2023-2028","FECC","2024-2025","dépenses prévues",100000
3052.0303,"3.5.2.3b. Évaluer la vulnérabilité et planifier l'adaptation des infrastructures aux impacts des changements climatiques dans le Nord - Transport","2023-2028","FECC","2025-2026","dépenses prévues",73000
3052.0303,"3.5.2.3b. Évaluer la vulnérabilité et planifier l'adaptation des infrastructures aux impacts des changements climatiques dans le Nord - Transport","2023-2028","FECC","2026-2027","dépenses prévues",73000
3053.01,"3.5.3.1a. Développer les connaissances sur les espèces clés et émergentes pour la sécurité alimentaire autochtone - Systèmes alimentaires autochtones locaux","2023-2028","FECC","2023-2024","dépenses réelles",220336
3053.01,"3.5.3.1a. Développer les connaissances sur les espèces clés et émergentes pour la sécurité alimentaire autochtone - Systèmes alimentaires autochtones locaux","2023-2028","FECC","2023-2024","dépenses prévues",235684
3053.01,"3.5.3.1a. Développer les connaissances sur les espèces clés et émergentes pour la sécurité alimentaire autochtone - Systèmes alimentaires autochtones locaux","2023-2028","FECC","2024-2025","dépenses prévues",228628
3053.01,"3.5.3.1a. Développer les connaissances sur les espèces clés et émergentes pour la sécurité alimentaire autochtone - Systèmes alimentaires autochtones locaux","2023-2028","FECC","2025-2026","dépenses prévues",60000
3053.0103,"3.5.3.1b. Développer les connaissances sur les espèces clés et émergentes pour la sécurité alimentaire autochtone - Gestion durable des populations de poissons au Nunavik","2023-2028","FECC","2023-2024","dépenses réelles",263825
3053.0103,"3.5.3.1b. Développer les connaissances sur les espèces clés et émergentes pour la sécurité alimentaire autochtone - Gestion durable des populations de poissons au Nunavik","2023-2028","FECC","2023-2024","dépenses prévues",263684
3053.0103,"3.5.3.1b. Développer les connaissances sur les espèces clés et émergentes pour la sécurité alimentaire autochtone - Gestion durable des populations de poissons au Nunavik","2023-2028","FECC","2024-2025","dépenses prévues",235370
3053.0103,"3.5.3.1b. Développer les connaissances sur les espèces clés et émergentes pour la sécurité alimentaire autochtone - Gestion durable des populations de poissons au Nunavik","2023-2028","FECC","2025-2026","dépenses prévues",150709
3061.0101,"3.6.1.1a. Élaborer et mettre en œuvre une programmation de recherche en adaptation - Environnement","2023-2028","FECC","2023-2024","dépenses prévues",3000000
3061.0101,"3.6.1.1a. Élaborer et mettre en œuvre une programmation de recherche en adaptation - Environnement","2023-2028","FECC","2024-2025","dépenses prévues",4000000
3061.0101,"3.6.1.1a. Élaborer et mettre en œuvre une programmation de recherche en adaptation - Environnement","2023-2028","FECC","2025-2026","dépenses prévues",5000000
3061.0101,"3.6.1.1a. Élaborer et mettre en œuvre une programmation de recherche en adaptation - Environnement","2023-2028","FECC","2026-2027","dépenses prévues",5000000
3061.0101,"3.6.1.1a. Élaborer et mettre en œuvre une programmation de recherche en adaptation - Environnement","2023-2028","FECC","2027-2028","dépenses prévues",2500000
3061.0103,"3.6.1.1b. Élaborer et mettre en œuvre une programmation de recherche en adaptation  - Foresterie","2023-2028","FECC","2023-2024","dépenses prévues",200000
3061.0103,"3.6.1.1b. Élaborer et mettre en œuvre une programmation de recherche en adaptation  - Foresterie","2023-2028","FECC","2024-2025","dépenses prévues",200000
3061.0103,"3.6.1.1b. Élaborer et mettre en œuvre une programmation de recherche en adaptation  - Foresterie","2023-2028","FECC","2025-2026","dépenses prévues",200000
3061.0103,"3.6.1.1b. Élaborer et mettre en œuvre une programmation de recherche en adaptation  - Foresterie","2023-2028","HORSFECC","2023-2024","dépenses réelles",805851
3061.0103,"3.6.1.1b. Élaborer et mettre en œuvre une programmation de recherche en adaptation  - Foresterie","2023-2028","HORSFECC","2023-2024","dépenses prévues",900000
3061.0103,"3.6.1.1b. Élaborer et mettre en œuvre une programmation de recherche en adaptation  - Foresterie","2023-2028","HORSFECC","2024-2025","dépenses prévues",800000
3061.0103,"3.6.1.1b. Élaborer et mettre en œuvre une programmation de recherche en adaptation  - Foresterie","2023-2028","HORSFECC","2025-2026","dépenses prévues",800000
3062.02,"3.6.2.1. Améliorer et simplifier l’accès à l’information selon le besoin des clientèles","2023-2028","FECC","2024-2025","dépenses prévues",1000000
3062.02,"3.6.2.1. Améliorer et simplifier l’accès à l’information selon le besoin des clientèles","2023-2028","FECC","2025-2026","dépenses prévues",1000000
4011.02,"4.1.1.2. Soutenir des projets de vitrine technologique gouvernementale pour des projets d’innovation technologique et sociale en atténuation et en adaptation","2023-2028","FECC","2023-2024","dépenses réelles",420000
4011.02,"4.1.1.2. Soutenir des projets de vitrine technologique gouvernementale pour des projets d’innovation technologique et sociale en atténuation et en adaptation","2023-2028","FECC","2023-2024","dépenses prévues",2500000
4011.02,"4.1.1.2. Soutenir des projets de vitrine technologique gouvernementale pour des projets d’innovation technologique et sociale en atténuation et en adaptation","2023-2028","FECC","2024-2025","dépenses prévues",3300000
4011.02,"4.1.1.2. Soutenir des projets de vitrine technologique gouvernementale pour des projets d’innovation technologique et sociale en atténuation et en adaptation","2023-2028","FECC","2025-2026","dépenses prévues",1800000
4011.02,"4.1.1.2. Soutenir des projets de vitrine technologique gouvernementale pour des projets d’innovation technologique et sociale en atténuation et en adaptation","2023-2028","FECC","2026-2027","dépenses prévues",1400000
4011.02,"4.1.1.2. Soutenir des projets de vitrine technologique gouvernementale pour des projets d’innovation technologique et sociale en atténuation et en adaptation","2023-2028","FECC","2027-2028","dépenses prévues",1700000
4021.0101,"4.2.1.1a. Déployer une stratégie de mobilisation en changements climatiques - Mesurer le niveau d’engagement de la population et entretenir le dialogue avec les citoyens, les organisations et les communautés","2023-2028","FECC","2023-2024","dépenses réelles",640759
4021.0101,"4.2.1.1a. Déployer une stratégie de mobilisation en changements climatiques - Mesurer le niveau d’engagement de la population et entretenir le dialogue avec les citoyens, les organisations et les communautés","2023-2028","FECC","2023-2024","dépenses prévues",1500000
4021.0101,"4.2.1.1a. Déployer une stratégie de mobilisation en changements climatiques - Mesurer le niveau d’engagement de la population et entretenir le dialogue avec les citoyens, les organisations et les communautés","2023-2028","FECC","2024-2025","dépenses prévues",1300000
4021.0101,"4.2.1.1a. Déployer une stratégie de mobilisation en changements climatiques - Mesurer le niveau d’engagement de la population et entretenir le dialogue avec les citoyens, les organisations et les communautés","2023-2028","FECC","2025-2026","dépenses prévues",1300000
4021.0101,"4.2.1.1a. Déployer une stratégie de mobilisation en changements climatiques - Mesurer le niveau d’engagement de la population et entretenir le dialogue avec les citoyens, les organisations et les communautés","2023-2028","FECC","2026-2027","dépenses prévues",1300000
4021.0103,"4.2.1.1b. Déployer une stratégie de mobilisation en changements climatiques - Réaliser des campagnes de sensibilisation et d’éducation","2023-2028","FECC","2023-2024","dépenses réelles",669477
4021.0103,"4.2.1.1b. Déployer une stratégie de mobilisation en changements climatiques - Réaliser des campagnes de sensibilisation et d’éducation","2023-2028","FECC","2023-2024","dépenses prévues",3700000
4021.0103,"4.2.1.1b. Déployer une stratégie de mobilisation en changements climatiques - Réaliser des campagnes de sensibilisation et d’éducation","2023-2028","FECC","2024-2025","dépenses prévues",3000000
4021.0103,"4.2.1.1b. Déployer une stratégie de mobilisation en changements climatiques - Réaliser des campagnes de sensibilisation et d’éducation","2023-2028","FECC","2025-2026","dépenses prévues",3000000
4021.0105,"4.2.1.1c. Déployer une stratégie de mobilisation en changements climatiques - Appuyer la mise en œuvre d’initiatives de sensibilisation et de mobilisation (Action-Climat)","2023-2028","FECC","2023-2024","dépenses réelles",10810000
4021.0105,"4.2.1.1c. Déployer une stratégie de mobilisation en changements climatiques - Appuyer la mise en œuvre d’initiatives de sensibilisation et de mobilisation (Action-Climat)","2023-2028","FECC","2023-2024","dépenses prévues",8600000
4021.0105,"4.2.1.1c. Déployer une stratégie de mobilisation en changements climatiques - Appuyer la mise en œuvre d’initiatives de sensibilisation et de mobilisation (Action-Climat)","2023-2028","FECC","2024-2025","dépenses prévues",8400000
4021.0105,"4.2.1.1c. Déployer une stratégie de mobilisation en changements climatiques - Appuyer la mise en œuvre d’initiatives de sensibilisation et de mobilisation (Action-Climat)","2023-2028","FECC","2025-2026","dépenses prévues",4900000
4021.0105,"4.2.1.1c. Déployer une stratégie de mobilisation en changements climatiques - Appuyer la mise en œuvre d’initiatives de sensibilisation et de mobilisation (Action-Climat)","2023-2028","FECC","2026-2027","dépenses prévues",3900000
4021.0105,"4.2.1.1c. Déployer une stratégie de mobilisation en changements climatiques - Appuyer la mise en œuvre d’initiatives de sensibilisation et de mobilisation (Action-Climat)","2023-2028","FECC","2027-2028","dépenses prévues",3200000
4021.0107,"4.2.1.1d. Déployer une stratégie de mobilisation en changements climatiques - Appuyer la mise en œuvre d’initiatives de sensibilisation et de mobilisation - Déclic","2023-2028","FECC","2023-2024","dépenses réelles",422026
4021.0107,"4.2.1.1d. Déployer une stratégie de mobilisation en changements climatiques - Appuyer la mise en œuvre d’initiatives de sensibilisation et de mobilisation - Déclic","2023-2028","FECC","2023-2024","dépenses prévues",4185000
